dep,semaine_glissante,pop,P,T,tx_pos
85,2020-07-18-2020-07-24,683187,22,3294,0.67
85,2020-07-19-2020-07-25,683187,26,3320,0.78
85,2020-07-20-2020-07-26,683187,26,3318,0.78
85,2020-07-21-2020-07-27,683187,24,3350,0.72
85,2020-07-22-2020-07-28,683187,22,3270,0.67
85,2020-07-23-2020-07-29,683187,22,3377,0.65
85,2020-07-24-2020-07-30,683187,18,3392,0.53
85,2020-07-25-2020-07-31,683187,20,2984,0.67
85,2020-07-26-2020-08-01,683187,20,2973,0.67
85,2020-07-27-2020-08-02,683187,20,2988,0.67
85,2020-07-28-2020-08-03,683187,23,3277,0.7
85,2020-07-29-2020-08-04,683187,25,3395,0.74
85,2020-07-30-2020-08-05,683187,23,3394,0.68
85,2020-07-31-2020-08-06,683187,23,3603,0.64
85,2020-08-01-2020-08-07,683187,27,3816,0.71
85,2020-08-02-2020-08-08,683187,24,3819,0.63
85,2020-08-03-2020-08-09,683187,24,3827,0.63
85,2020-08-04-2020-08-10,683187,23,3614,0.64
85,2020-08-05-2020-08-11,683187,23,4092,0.56
85,2020-08-06-2020-08-12,683187,26,4482,0.58
85,2020-08-07-2020-08-13,683187,32,4747,0.67
85,2020-08-08-2020-08-14,683187,35,5251,0.67
85,2020-08-09-2020-08-15,683187,35,5259,0.67
85,2020-08-10-2020-08-16,683187,35,5260,0.67
85,2020-08-11-2020-08-17,683187,39,5761,0.68
85,2020-08-12-2020-08-18,683187,41,5733,0.72
85,2020-08-13-2020-08-19,683187,50,5828,0.86
85,2020-08-14-2020-08-20,683187,52,5794,0.9
85,2020-08-15-2020-08-21,683187,54,5396,1.0
85,2020-08-16-2020-08-22,683187,54,5693,0.95
85,2020-08-17-2020-08-23,683187,54,5679,0.95
85,2020-08-18-2020-08-24,683187,51,5614,0.91
85,2020-08-19-2020-08-25,683187,51,5934,0.86
85,2020-08-20-2020-08-26,683187,49,6314,0.78
85,2020-08-21-2020-08-27,683187,56,6689,0.84
85,2020-08-22-2020-08-28,683187,60,6842,0.88
85,2020-08-23-2020-08-29,683187,66,6876,0.96
85,2020-08-24-2020-08-30,683187,66,6888,0.96
85,2020-08-25-2020-08-31,683187,83,7127,1.16
85,2020-08-26-2020-09-01,683187,102,6730,1.52
85,2020-08-27-2020-09-02,683187,110,6339,1.74
85,2020-08-28-2020-09-03,683187,109,6581,1.66
85,2020-08-29-2020-09-04,683187,117,7307,1.6
85,2020-08-30-2020-09-05,683187,119,7444,1.6
85,2020-08-31-2020-09-06,683187,120,7456,1.61
85,2020-09-01-2020-09-07,683187,126,7731,1.63
85,2020-09-02-2020-09-08,683187,133,8653,1.54
85,2020-09-03-2020-09-09,683187,140,9339,1.5
85,2020-09-04-2020-09-10,683187,157,9251,1.7
85,2020-09-05-2020-09-11,683187,149,8904,1.67
85,2020-09-06-2020-09-12,683187,162,8804,1.84
85,2020-09-07-2020-09-13,683187,161,8797,1.83
85,2020-09-08-2020-09-14,683187,162,8720,1.86
85,2020-09-09-2020-09-15,683187,160,8470,1.89
85,2020-09-10-2020-09-16,683187,177,8446,2.1
85,2020-09-11-2020-09-17,683187,190,8714,2.18
85,2020-09-12-2020-09-18,683187,208,8891,2.34
85,2020-09-13-2020-09-19,683187,209,8856,2.36
85,2020-09-14-2020-09-20,683187,212,8869,2.39
85,2020-09-15-2020-09-21,683187,248,9181,2.7
85,2020-09-16-2020-09-22,683187,259,8982,2.88
85,2020-09-17-2020-09-23,683187,308,8912,3.46
85,2020-09-18-2020-09-24,683187,309,8212,3.76
85,2020-09-19-2020-09-25,683187,319,8068,3.95
85,2020-09-20-2020-09-26,683187,315,8104,3.89
85,2020-09-21-2020-09-27,683187,314,8081,3.89
85,2020-09-22-2020-09-28,683187,293,7801,3.76
85,2020-09-23-2020-09-29,683187,284,7560,3.76
85,2020-09-24-2020-09-30,683187,222,6895,3.22
85,2020-09-25-2020-10-01,683187,233,7456,3.12
85,2020-09-26-2020-10-02,683187,237,7202,3.29
85,2020-09-27-2020-10-03,683187,262,7210,3.63
85,2020-09-28-2020-10-04,683187,261,7217,3.62
85,2020-09-29-2020-10-05,683187,303,7275,4.16
85,2020-09-30-2020-10-06,683187,322,7251,4.44
85,2020-10-01-2020-10-07,683187,352,8015,4.39
85,2020-10-02-2020-10-08,683187,393,8131,4.83
85,2020-10-03-2020-10-09,683187,431,8731,4.94
85,2020-10-04-2020-10-10,683187,451,8897,5.07
85,2020-10-05-2020-10-11,683187,455,8900,5.11
85,2020-10-06-2020-10-12,683187,527,9136,5.77
85,2020-10-07-2020-10-13,683187,566,9686,5.84
85,2020-10-08-2020-10-14,683187,636,9864,6.45
85,2020-10-09-2020-10-15,683187,664,10675,6.22
85,2020-10-10-2020-10-16,683187,694,10834,6.41
85,2020-10-11-2020-10-17,683187,708,11463,6.18
85,2020-10-12-2020-10-18,683187,711,11496,6.18
85,2020-10-13-2020-10-19,683187,764,12293,6.21
85,2020-10-14-2020-10-20,683187,875,12753,6.86
85,2020-10-15-2020-10-21,683187,969,13120,7.39
85,2020-10-16-2020-10-22,683187,1123,13007,8.63
85,2020-10-17-2020-10-23,683187,1295,13678,9.47
85,2020-10-18-2020-10-24,683187,1391,13642,10.2
85,2020-10-19-2020-10-25,683187,1402,13755,10.19
85,2020-10-20-2020-10-26,683187,1625,14375,11.3
85,2020-10-21-2020-10-27,683187,1759,14926,11.78
85,2020-10-22-2020-10-28,683187,1941,15940,12.18
85,2020-10-23-2020-10-29,683187,2010,16509,12.18
85,2020-10-24-2020-10-30,683187,2072,17667,11.73
85,2020-10-25-2020-10-31,683187,2062,18073,11.41
85,2020-10-26-2020-11-01,683187,2063,18076,11.41
85,2020-10-27-2020-11-02,683187,2076,19050,10.9
85,2020-10-28-2020-11-03,683187,2106,19774,10.65
85,2020-10-29-2020-11-04,683187,2052,19765,10.38
85,2020-10-30-2020-11-05,683187,2023,20100,10.06
85,2020-10-31-2020-11-06,683187,2008,19864,10.11
85,2020-11-01-2020-11-07,683187,2003,19551,10.25
85,2020-11-02-2020-11-08,683187,1992,19553,10.19
85,2020-11-03-2020-11-09,683187,1901,19309,9.85
85,2020-11-04-2020-11-10,683187,1753,18980,9.24
85,2020-11-05-2020-11-11,683187,1415,15875,8.91
85,2020-11-06-2020-11-12,683187,1361,16339,8.33
85,2020-11-07-2020-11-13,683187,1245,15565,8.0
85,2020-11-08-2020-11-14,683187,1171,15365,7.62
85,2020-11-09-2020-11-15,683187,1178,15364,7.67
85,2020-11-10-2020-11-16,683187,1049,14568,7.2
85,2020-11-11-2020-11-17,683187,992,13889,7.14
85,2020-11-12-2020-11-18,683187,1101,15656,7.03
85,2020-11-13-2020-11-19,683187,944,14198,6.65
85,2020-11-14-2020-11-20,683187,805,13604,5.92
85,2020-11-15-2020-11-21,683187,763,13489,5.66
85,2020-11-16-2020-11-22,683187,754,13470,5.6
85,2020-11-17-2020-11-23,683187,637,12500,5.1
85,2020-11-18-2020-11-24,683187,556,11621,4.78
85,2020-11-19-2020-11-25,683187,509,11432,4.45
85,2020-11-20-2020-11-26,683187,472,11450,4.12
85,2020-11-21-2020-11-27,683187,458,11380,4.02
85,2020-11-22-2020-11-28,683187,455,11208,4.06
85,2020-11-23-2020-11-29,683187,456,11243,4.06
85,2020-11-24-2020-11-30,683187,451,11104,4.06
85,2020-11-25-2020-12-01,683187,425,10842,3.92
85,2020-11-26-2020-12-02,683187,400,10320,3.88
85,2020-11-27-2020-12-03,683187,389,10117,3.85
85,2020-11-28-2020-12-04,683187,399,10005,3.99
85,2020-11-29-2020-12-05,683187,388,10045,3.86
85,2020-11-30-2020-12-06,683187,388,10090,3.85
85,2020-12-01-2020-12-07,683187,371,10256,3.62
85,2020-12-02-2020-12-08,683187,373,10090,3.7
85,2020-12-03-2020-12-09,683187,371,9999,3.71
85,2020-12-04-2020-12-10,683187,423,9682,4.37
85,2020-12-05-2020-12-11,683187,427,9759,4.38
85,2020-12-06-2020-12-12,683187,446,10009,4.46
85,2020-12-07-2020-12-13,683187,448,10048,4.46
85,2020-12-08-2020-12-14,683187,484,10080,4.8
85,2020-12-09-2020-12-15,683187,524,10598,4.94
85,2020-12-10-2020-12-16,683187,560,12049,4.65
85,2020-12-11-2020-12-17,683187,539,13170,4.09
85,2020-12-12-2020-12-18,683187,537,14512,3.7
85,2020-12-13-2020-12-19,683187,542,15361,3.53
85,2020-12-14-2020-12-20,683187,541,15761,3.43
85,2020-12-15-2020-12-21,683187,541,18586,2.91
85,2020-12-16-2020-12-22,683187,542,22370,2.42
85,2020-12-17-2020-12-23,683187,553,25314,2.18
85,2020-12-18-2020-12-24,683187,521,25980,2.01
85,2020-12-19-2020-12-25,683187,445,23306,1.91
85,2020-12-20-2020-12-26,683187,446,23119,1.93
85,2020-12-21-2020-12-27,683187,459,22807,2.01
85,2020-12-22-2020-12-28,683187,489,20254,2.41
85,2020-12-23-2020-12-29,683187,512,17706,2.89
85,2020-12-24-2020-12-30,683187,546,16041,3.4
85,2020-12-25-2020-12-31,683187,569,15353,3.71
85,2020-12-26-2021-01-01,683187,566,15302,3.7
85,2020-12-27-2021-01-02,683187,640,15588,4.11
85,2020-12-28-2021-01-03,683187,633,15543,4.07
85,2020-12-29-2021-01-04,683187,711,16076,4.42
85,2020-12-30-2021-01-05,683187,754,16167,4.66
85,2020-12-31-2021-01-06,683187,764,15445,4.95
85,2021-01-01-2021-01-07,683187,813,17389,4.68
85,2021-01-02-2021-01-08,683187,939,21315,4.41
85,2021-01-03-2021-01-09,683187,876,20809,4.21
85,2021-01-04-2021-01-10,683187,880,20805,4.23
85,2021-01-05-2021-01-11,683187,844,21047,4.01
85,2021-01-06-2021-01-12,683187,845,21301,3.97
85,2021-01-07-2021-01-13,683187,924,20803,4.44
85,2021-01-08-2021-01-14,683187,940,19396,4.85
85,2021-01-09-2021-01-15,683187,972,18714,5.19
85,2021-01-10-2021-01-16,683187,997,18940,5.26
85,2021-01-11-2021-01-17,683187,993,18966,5.24
85,2021-01-12-2021-01-18,683187,1040,18423,5.65
85,2021-01-13-2021-01-19,683187,1056,17605,6.0
85,2021-01-14-2021-01-20,683187,1038,18000,5.77
85,2021-01-15-2021-01-21,683187,1050,18439,5.69
85,2021-01-16-2021-01-22,683187,1062,18696,5.68
85,2021-01-17-2021-01-23,683187,1082,20088,5.39
85,2021-01-18-2021-01-24,683187,1098,20371,5.39
85,2021-01-19-2021-01-25,683187,1125,20755,5.42
85,2021-01-20-2021-01-26,683187,1113,21138,5.27
85,2021-01-21-2021-01-27,683187,1065,21280,5.0
85,2021-01-22-2021-01-28,683187,1029,21634,4.76
85,2021-01-23-2021-01-29,683187,1030,22481,4.58
85,2021-01-24-2021-01-30,683187,1031,21237,4.85
85,2021-01-25-2021-01-31,683187,1017,21109,4.82
85,2021-01-26-2021-02-01,683187,968,20789,4.66
85,2021-01-27-2021-02-02,683187,952,20669,4.61
85,2021-01-28-2021-02-03,683187,947,20895,4.53
85,2021-01-29-2021-02-04,683187,974,20826,4.68
85,2021-01-30-2021-02-05,683187,936,20420,4.58
85,2021-01-31-2021-02-06,683187,901,20637,4.37
85,2021-02-01-2021-02-07,683187,914,20569,4.44
85,2021-02-02-2021-02-08,683187,901,20391,4.42
85,2021-02-03-2021-02-09,683187,877,20200,4.34
85,2021-02-04-2021-02-10,683187,865,20245,4.27
85,2021-02-05-2021-02-11,683187,857,19756,4.34
85,2021-02-06-2021-02-12,683187,825,19472,4.24
85,2021-02-07-2021-02-13,683187,814,19115,4.26
85,2021-02-08-2021-02-14,683187,805,19048,4.23
85,2021-02-09-2021-02-15,683187,761,18542,4.1
85,2021-02-10-2021-02-16,683187,772,18210,4.24
85,2021-02-11-2021-02-17,683187,814,17896,4.55
85,2021-02-12-2021-02-18,683187,830,17948,4.62
85,2021-02-13-2021-02-19,683187,872,17881,4.88
85,2021-02-14-2021-02-20,683187,902,18004,5.01
85,2021-02-15-2021-02-21,683187,905,18053,5.01
85,2021-02-16-2021-02-22,683187,962,17418,5.52
85,2021-02-17-2021-02-23,683187,989,17257,5.73
85,2021-02-18-2021-02-24,683187,962,17491,5.5
85,2021-02-19-2021-02-25,683187,944,17895,5.28
85,2021-02-20-2021-02-26,683187,925,18080,5.12
85,2021-02-21-2021-02-27,683187,953,18513,5.15
85,2021-02-22-2021-02-28,683187,946,18489,5.12
85,2021-02-23-2021-03-01,683187,931,18481,5.04
85,2021-02-24-2021-03-02,683187,924,18766,4.92
85,2021-02-25-2021-03-03,683187,907,18769,4.83
85,2021-02-26-2021-03-04,683187,908,18390,4.94
85,2021-02-27-2021-03-05,683187,923,18142,5.09
85,2021-02-28-2021-03-06,683187,883,17372,5.08
85,2021-03-01-2021-03-07,683187,893,17385,5.14
85,2021-03-02-2021-03-08,683187,863,17470,4.94
85,2021-03-03-2021-03-09,683187,857,16790,5.1
85,2021-03-04-2021-03-10,683187,854,16198,5.27
85,2021-03-05-2021-03-11,683187,879,16575,5.3
85,2021-03-06-2021-03-12,683187,911,17597,5.18
85,2021-03-07-2021-03-13,683187,967,18110,5.34
85,2021-03-08-2021-03-14,683187,972,18193,5.34
85,2021-03-09-2021-03-15,683187,1049,18180,5.77
85,2021-03-10-2021-03-16,683187,1076,18803,5.72
85,2021-03-11-2021-03-17,683187,1102,19650,5.61
85,2021-03-12-2021-03-18,683187,1158,20003,5.79
85,2021-03-13-2021-03-19,683187,1234,20786,5.94
85,2021-03-14-2021-03-20,683187,1260,21790,5.78
85,2021-03-15-2021-03-21,683187,1258,21814,5.77
85,2021-03-16-2021-03-22,683187,1296,22422,5.78
85,2021-03-17-2021-03-23,683187,1357,23693,5.73
85,2021-03-18-2021-03-24,683187,1473,24394,6.04
85,2021-03-19-2021-03-25,683187,1543,26046,5.92
85,2021-03-20-2021-03-26,683187,1685,26962,6.25
85,2021-03-21-2021-03-27,683187,1760,27143,6.48
85,2021-03-22-2021-03-28,683187,1787,27284,6.55
85,2021-03-23-2021-03-29,683187,1913,29167,6.56
85,2021-03-24-2021-03-30,683187,2006,30469,6.58
85,2021-03-25-2021-03-31,683187,2067,31835,6.49
85,2021-03-26-2021-04-01,683187,2135,33253,6.42
85,2021-03-27-2021-04-02,683187,2107,34443,6.12
85,2021-03-28-2021-04-03,683187,2079,35216,5.9
85,2021-03-29-2021-04-04,683187,2056,35191,5.84
85,2021-03-30-2021-04-05,683187,1728,30188,5.72
85,2021-03-31-2021-04-06,683187,1790,29931,5.98
85,2021-04-01-2021-04-07,683187,1771,29274,6.05
85,2021-04-02-2021-04-08,683187,1738,27535,6.31
85,2021-04-03-2021-04-09,683187,1717,25811,6.65
86,2020-05-13-2020-05-19,437398,65,2309,2.82
86,2020-05-14-2020-05-20,437398,76,2201,3.45
86,2020-05-15-2020-05-21,437398,70,2041,3.43
86,2020-05-16-2020-05-22,437398,99,2582,3.83
86,2020-05-17-2020-05-23,437398,107,3148,3.4
86,2020-05-18-2020-05-24,437398,107,3152,3.39
86,2020-05-19-2020-05-25,437398,95,3199,2.97
86,2020-05-20-2020-05-26,437398,79,3260,2.42
86,2020-05-21-2020-05-27,437398,66,3397,1.94
86,2020-05-22-2020-05-28,437398,70,3800,1.84
86,2020-05-23-2020-05-29,437398,41,3706,1.11
86,2020-05-24-2020-05-30,437398,33,3339,0.99
86,2020-05-25-2020-05-31,437398,33,3345,0.99
86,2020-05-26-2020-06-01,437398,32,2850,1.12
86,2020-05-27-2020-06-02,437398,24,2509,0.96
86,2020-05-28-2020-06-03,437398,12,2131,0.56
86,2020-05-29-2020-06-04,437398,10,2021,0.49
86,2020-05-30-2020-06-05,437398,6,2024,0.3
86,2020-05-31-2020-06-06,437398,5,1928,0.26
86,2020-06-01-2020-06-07,437398,5,1935,0.26
86,2020-06-02-2020-06-08,437398,5,2353,0.21
86,2020-06-03-2020-06-09,437398,6,2267,0.26
86,2020-06-04-2020-06-10,437398,6,2154,0.28
86,2020-06-05-2020-06-11,437398,4,1987,0.2
86,2020-06-06-2020-06-12,437398,5,1755,0.28
86,2020-06-07-2020-06-13,437398,4,1747,0.23
86,2020-06-08-2020-06-14,437398,4,1742,0.23
86,2020-06-09-2020-06-15,437398,3,1472,0.2
86,2020-06-10-2020-06-16,437398,2,1329,0.15
86,2020-06-11-2020-06-17,437398,1,1227,0.08
86,2020-06-12-2020-06-18,437398,2,1143,0.17
86,2020-06-13-2020-06-19,437398,4,1004,0.4
86,2020-06-14-2020-06-20,437398,4,997,0.4
86,2020-06-15-2020-06-21,437398,4,989,0.4
86,2020-06-16-2020-06-22,437398,4,938,0.43
86,2020-06-17-2020-06-23,437398,5,974,0.51
86,2020-06-18-2020-06-24,437398,5,1011,0.49
86,2020-06-19-2020-06-25,437398,4,1035,0.39
86,2020-06-20-2020-06-26,437398,3,1090,0.28
86,2020-06-21-2020-06-27,437398,3,1086,0.28
86,2020-06-22-2020-06-28,437398,4,1091,0.37
86,2020-06-23-2020-06-29,437398,4,1123,0.36
86,2020-06-24-2020-06-30,437398,5,1161,0.43
86,2020-06-25-2020-07-01,437398,5,1261,0.4
86,2020-06-26-2020-07-02,437398,6,1326,0.45
86,2020-06-27-2020-07-03,437398,4,1342,0.3
86,2020-06-28-2020-07-04,437398,5,1340,0.37
86,2020-06-29-2020-07-05,437398,4,1333,0.3
86,2020-06-30-2020-07-06,437398,8,1364,0.59
86,2020-07-01-2020-07-07,437398,10,1352,0.74
86,2020-07-02-2020-07-08,437398,14,1283,1.09
86,2020-07-03-2020-07-09,437398,13,1288,1.01
86,2020-07-04-2020-07-10,437398,14,1355,1.03
86,2020-07-05-2020-07-11,437398,13,1426,0.91
86,2020-07-06-2020-07-12,437398,14,1434,0.98
86,2020-07-07-2020-07-13,437398,11,1484,0.74
86,2020-07-08-2020-07-14,437398,8,1324,0.6
86,2020-07-09-2020-07-15,437398,4,1291,0.31
86,2020-07-10-2020-07-16,437398,6,1392,0.43
86,2020-07-11-2020-07-17,437398,7,1517,0.46
86,2020-07-12-2020-07-18,437398,9,1592,0.57
86,2020-07-13-2020-07-19,437398,8,1595,0.5
86,2020-07-14-2020-07-20,437398,7,1627,0.43
86,2020-07-15-2020-07-21,437398,9,1959,0.46
86,2020-07-16-2020-07-22,437398,11,2104,0.52
86,2020-07-17-2020-07-23,437398,10,2331,0.43
86,2020-07-18-2020-07-24,437398,8,2245,0.36
86,2020-07-19-2020-07-25,437398,6,2178,0.28
86,2020-07-20-2020-07-26,437398,6,2182,0.27
86,2020-07-21-2020-07-27,437398,10,2249,0.44
86,2020-07-22-2020-07-28,437398,8,2205,0.36
86,2020-07-23-2020-07-29,437398,8,2218,0.36
86,2020-07-24-2020-07-30,437398,8,1976,0.4
86,2020-07-25-2020-07-31,437398,11,2031,0.54
86,2020-07-26-2020-08-01,437398,13,2027,0.64
86,2020-07-27-2020-08-02,437398,13,2015,0.65
86,2020-07-28-2020-08-03,437398,11,1994,0.55
86,2020-07-29-2020-08-04,437398,11,1974,0.56
86,2020-07-30-2020-08-05,437398,10,2087,0.48
86,2020-07-31-2020-08-06,437398,13,2192,0.59
86,2020-08-01-2020-08-07,437398,13,2202,0.59
86,2020-08-02-2020-08-08,437398,15,2231,0.67
86,2020-08-03-2020-08-09,437398,15,2240,0.67
86,2020-08-04-2020-08-10,437398,19,2390,0.79
86,2020-08-05-2020-08-11,437398,28,2483,1.13
86,2020-08-06-2020-08-12,437398,32,2407,1.33
86,2020-08-07-2020-08-13,437398,35,2478,1.41
86,2020-08-08-2020-08-14,437398,40,2652,1.51
86,2020-08-09-2020-08-15,437398,37,2523,1.47
86,2020-08-10-2020-08-16,437398,38,2534,1.5
86,2020-08-11-2020-08-17,437398,41,2653,1.55
86,2020-08-12-2020-08-18,437398,54,2848,1.9
86,2020-08-13-2020-08-19,437398,60,2996,2.0
86,2020-08-14-2020-08-20,437398,70,3149,2.22
86,2020-08-15-2020-08-21,437398,78,3343,2.33
86,2020-08-16-2020-08-22,437398,83,3550,2.34
86,2020-08-17-2020-08-23,437398,83,3535,2.35
86,2020-08-18-2020-08-24,437398,105,3711,2.83
86,2020-08-19-2020-08-25,437398,99,4050,2.44
86,2020-08-20-2020-08-26,437398,106,4393,2.41
86,2020-08-21-2020-08-27,437398,108,4565,2.37
86,2020-08-22-2020-08-28,437398,102,4588,2.22
86,2020-08-23-2020-08-29,437398,108,4699,2.3
86,2020-08-24-2020-08-30,437398,107,4702,2.28
86,2020-08-25-2020-08-31,437398,109,4841,2.25
86,2020-08-26-2020-09-01,437398,133,4766,2.79
86,2020-08-27-2020-09-02,437398,170,4984,3.41
86,2020-08-28-2020-09-03,437398,181,5133,3.53
86,2020-08-29-2020-09-04,437398,211,5412,3.9
86,2020-08-30-2020-09-05,437398,221,5611,3.94
86,2020-08-31-2020-09-06,437398,223,5655,3.94
86,2020-09-01-2020-09-07,437398,245,6148,3.99
86,2020-09-02-2020-09-08,437398,280,6714,4.17
86,2020-09-03-2020-09-09,437398,276,6935,3.98
86,2020-09-04-2020-09-10,437398,306,7712,3.97
86,2020-09-05-2020-09-11,437398,311,8425,3.69
86,2020-09-06-2020-09-12,437398,307,8647,3.55
86,2020-09-07-2020-09-13,437398,312,8744,3.57
86,2020-09-08-2020-09-14,437398,353,9016,3.92
86,2020-09-09-2020-09-15,437398,324,9127,3.55
86,2020-09-10-2020-09-16,437398,311,9535,3.26
86,2020-09-11-2020-09-17,437398,306,9450,3.24
86,2020-09-12-2020-09-18,437398,298,9328,3.19
86,2020-09-13-2020-09-19,437398,310,9095,3.41
86,2020-09-14-2020-09-20,437398,306,9054,3.38
86,2020-09-15-2020-09-21,437398,264,8556,3.09
86,2020-09-16-2020-09-22,437398,282,7997,3.53
86,2020-09-17-2020-09-23,437398,312,7137,4.37
86,2020-09-18-2020-09-24,437398,307,6559,4.68
86,2020-09-19-2020-09-25,437398,319,5979,5.34
86,2020-09-20-2020-09-26,437398,326,5873,5.55
86,2020-09-21-2020-09-27,437398,323,5829,5.54
86,2020-09-22-2020-09-28,437398,300,5474,5.48
86,2020-09-23-2020-09-29,437398,261,5301,4.92
86,2020-09-24-2020-09-30,437398,219,5417,4.04
86,2020-09-25-2020-10-01,437398,196,5289,3.71
86,2020-09-26-2020-10-02,437398,175,5088,3.44
86,2020-09-27-2020-10-03,437398,156,5024,3.11
86,2020-09-28-2020-10-04,437398,161,5026,3.2
86,2020-09-29-2020-10-05,437398,168,4913,3.42
86,2020-09-30-2020-10-06,437398,175,4801,3.65
86,2020-10-01-2020-10-07,437398,195,4574,4.26
86,2020-10-02-2020-10-08,437398,217,4778,4.54
86,2020-10-03-2020-10-09,437398,238,5095,4.67
86,2020-10-04-2020-10-10,437398,257,5277,4.87
86,2020-10-05-2020-10-11,437398,255,5306,4.81
86,2020-10-06-2020-10-12,437398,300,5521,5.43
86,2020-10-07-2020-10-13,437398,321,5855,5.48
86,2020-10-08-2020-10-14,437398,339,6061,5.59
86,2020-10-09-2020-10-15,437398,384,6260,6.13
86,2020-10-10-2020-10-16,437398,431,6446,6.69
86,2020-10-11-2020-10-17,437398,459,6669,6.88
86,2020-10-12-2020-10-18,437398,463,6696,6.91
86,2020-10-13-2020-10-19,437398,523,7141,7.32
86,2020-10-14-2020-10-20,437398,643,7511,8.56
86,2020-10-15-2020-10-21,437398,739,8209,9.0
86,2020-10-16-2020-10-22,437398,865,8793,9.84
86,2020-10-17-2020-10-23,437398,1009,9447,10.68
86,2020-10-18-2020-10-24,437398,1028,9542,10.77
86,2020-10-19-2020-10-25,437398,1042,9585,10.87
86,2020-10-20-2020-10-26,437398,1159,10129,11.44
86,2020-10-21-2020-10-27,437398,1246,10647,11.7
86,2020-10-22-2020-10-28,437398,1327,11192,11.86
86,2020-10-23-2020-10-29,437398,1373,11644,11.79
86,2020-10-24-2020-10-30,437398,1351,11970,11.29
86,2020-10-25-2020-10-31,437398,1397,12559,11.12
86,2020-10-26-2020-11-01,437398,1396,12580,11.1
86,2020-10-27-2020-11-02,437398,1474,13208,11.16
86,2020-10-28-2020-11-03,437398,1472,13793,10.67
86,2020-10-29-2020-11-04,437398,1443,13773,10.48
86,2020-10-30-2020-11-05,437398,1363,14172,9.62
86,2020-10-31-2020-11-06,437398,1305,14370,9.08
86,2020-11-01-2020-11-07,437398,1254,14179,8.84
86,2020-11-02-2020-11-08,437398,1245,14112,8.82
86,2020-11-03-2020-11-09,437398,1136,13881,8.18
86,2020-11-04-2020-11-10,437398,1068,13470,7.93
86,2020-11-05-2020-11-11,437398,895,11779,7.6
86,2020-11-06-2020-11-12,437398,909,11481,7.92
86,2020-11-07-2020-11-13,437398,876,11489,7.62
86,2020-11-08-2020-11-14,437398,859,11248,7.64
86,2020-11-09-2020-11-15,437398,854,11269,7.58
86,2020-11-10-2020-11-16,437398,766,10927,7.01
86,2020-11-11-2020-11-17,437398,673,10265,6.56
86,2020-11-12-2020-11-18,437398,719,10718,6.71
86,2020-11-13-2020-11-19,437398,599,10148,5.9
86,2020-11-14-2020-11-20,437398,572,9802,5.84
86,2020-11-15-2020-11-21,437398,550,9751,5.64
86,2020-11-16-2020-11-22,437398,551,9763,5.64
86,2020-11-17-2020-11-23,437398,507,9117,5.56
86,2020-11-18-2020-11-24,437398,474,8831,5.37
86,2020-11-19-2020-11-25,437398,435,8652,5.03
86,2020-11-20-2020-11-26,437398,404,8613,4.69
86,2020-11-21-2020-11-27,437398,344,8191,4.2
86,2020-11-22-2020-11-28,437398,323,8139,3.97
86,2020-11-23-2020-11-29,437398,320,8080,3.96
86,2020-11-24-2020-11-30,437398,304,8163,3.72
86,2020-11-25-2020-12-01,437398,288,8294,3.47
86,2020-11-26-2020-12-02,437398,279,8224,3.39
86,2020-11-27-2020-12-03,437398,269,7589,3.54
86,2020-11-28-2020-12-04,437398,282,7483,3.77
86,2020-11-29-2020-12-05,437398,288,7474,3.85
86,2020-11-30-2020-12-06,437398,292,7506,3.89
86,2020-12-01-2020-12-07,437398,279,7076,3.94
86,2020-12-02-2020-12-08,437398,306,7541,4.06
86,2020-12-03-2020-12-09,437398,325,7787,4.17
86,2020-12-04-2020-12-10,437398,341,7702,4.43
86,2020-12-05-2020-12-11,437398,332,7749,4.28
86,2020-12-06-2020-12-12,437398,332,7840,4.23
86,2020-12-07-2020-12-13,437398,328,7810,4.2
86,2020-12-08-2020-12-14,437398,318,7808,4.07
86,2020-12-09-2020-12-15,437398,304,7850,3.87
86,2020-12-10-2020-12-16,437398,308,8273,3.72
86,2020-12-11-2020-12-17,437398,304,8747,3.48
86,2020-12-12-2020-12-18,437398,294,9638,3.05
86,2020-12-13-2020-12-19,437398,291,10380,2.8
86,2020-12-14-2020-12-20,437398,289,10507,2.75
86,2020-12-15-2020-12-21,437398,292,12028,2.43
86,2020-12-16-2020-12-22,437398,271,13767,1.97
86,2020-12-17-2020-12-23,437398,252,15405,1.64
86,2020-12-18-2020-12-24,437398,222,16196,1.37
86,2020-12-19-2020-12-25,437398,188,14309,1.31
86,2020-12-20-2020-12-26,437398,185,13827,1.34
86,2020-12-21-2020-12-27,437398,186,13730,1.35
86,2020-12-22-2020-12-28,437398,169,12251,1.38
86,2020-12-23-2020-12-29,437398,183,10573,1.73
86,2020-12-24-2020-12-30,437398,199,9043,2.2
86,2020-12-25-2020-12-31,437398,233,8383,2.78
86,2020-12-26-2021-01-01,437398,236,8422,2.8
86,2020-12-27-2021-01-02,437398,261,8546,3.05
86,2020-12-28-2021-01-03,437398,264,8548,3.09
86,2020-12-29-2021-01-04,437398,290,8542,3.39
86,2020-12-30-2021-01-05,437398,299,8247,3.63
86,2020-12-31-2021-01-06,437398,326,8009,4.07
86,2021-01-01-2021-01-07,437398,339,7823,4.33
86,2021-01-02-2021-01-08,437398,435,9352,4.65
86,2021-01-03-2021-01-09,437398,442,9130,4.84
